S003,S007,S017,S019,X001,X003,X007,X011,X025A,X047,C001,D057,D063_B
DEU,2760601498,0.3300192719691646,0.2419496128806192,1,72,1,1,NA,1,3,3,2
DEU,2760601499,0.18945929686512486,0.13889977776035548,2,83,5,3,NA,3,2,2,1
DEU,2760601500,0.24848630242191594,0.18217470852046622,2,55,1,2,NA,4,2,3,1
DEU,2760601501,0.8685256103590228,0.6367489812016296,2,77,3,3,NA,5,1,3,NA
DEU,2760601502,0.4144166369333806,0.3038245138807776,2,48,1,2,NA,6,2,2,2
DEU,2760601503,2.0219562648699747,1.482372628203794,2,74,1,2,NA,5,3,3,1
DEU,2760601504,0.3792254932392105,0.2780245551607115,1,65,1,2,NA,6,2,4,1
DEU,2760601505,0.5734928824113876,0.4204493272810759,2,56,1,3,NA,6,2,NA,1
DEU,2760601506,1.0733298826721869,0.7868987409620137,1,24,2,0,NA,5,3,2,1
DEU,2760601507,0.33073537082340637,0.24247461204062049,2,34,6,0,NA,2,2,2,1
DEU,2760601508,1.1393132770987557,0.8352736635621376,2,56,1,2,NA,6,2,4,1
DEU,2760601509,0.4576894676968513,0.33554946312085876,1,36,3,1,NA,1,1,NA,2
DEU,2760601510,0.649808560306303,0.4763992377612192,1,75,2,3,NA,5,2,3,1
DEU,2760601511,0.48940241695613246,0.35879942592091824,2,54,6,0,NA,3,3,2,1
DEU,2760601512,0.8685256103590228,0.6367489812016296,2,78,1,4,NA,5,2,2,1
DEU,2760601513,0.55876170598127,0.4096493445610484,2,25,2,0,NA,6,2,4,1
DEU,2760601514,0.649808560306303,0.4763992377612192,1,75,6,0,NA,4,2,3,1
DEU,2760601515,5.394679568512686,3.9550436719301216,2,72,5,2,NA,4,3,1,1
DEU,2760601516,3.7615649814960266,2.7577455876070576,1,20,6,0,NA,7,3,NA,2
DEU,2760601517,4.7415974134441345,3.476244438008896,2,35,3,1,NA,3,3,2,2
DEU,2760601518,3.497631403789751,2.5642458972065625,2,60,4,0,NA,3,3,2,1
DEU,2760601519,2.3079866072214266,1.6920722926843301,1,27,6,0,NA,6,3,2,1
DEU,2760601520,2.855597631043788,2.093546650325358,1,44,1,1,NA,8,3,2,1
DEU,2760601521,3.761360381823386,2.757595587847057,1,75,5,2,NA,5,3,2,2
DEU,2760601522,2.855597631043788,2.093546650325358,1,46,3,0,NA,5,3,2,1
DEU,2760601523,3.497631403789751,2.5642458972065625,2,60,1,2,NA,6,3,2,1
DEU,2760601524,5.104250333199462,3.7421190126095767,2,40,4,3,NA,4,3,3,1
DEU,2760601525,3.7615649814960266,2.7577455876070576,1,27,6,0,NA,5,1,3,1
DEU,2760601526,5.104250333199462,3.7421190126095767,2,40,3,2,NA,2,3,3,1
DEU,2760601527,5.0569878088195015,3.707469068049488,1,40,1,2,NA,5,1,1,3
DEU,2760601528,2.7611748821201862,2.0243217610851807,2,51,3,0,NA,6,2,2,1
DEU,2760601529,0.10322053484714416,0.07567487892019367,2,34,3,3,NA,3,2,1,1
DEU,2760601530,0.1744212209260464,0.12787479540032726,2,24,6,2,NA,3,2,4,1
DEU,2760601531,0.3010684182905305,0.22072464684056486,2,42,6,1,NA,1,2,1,1
DEU,2760601532,0.12930699310881094,0.09479984832024263,2,44,1,2,NA,3,2,3,1
DEU,2760601533,0.24030231551629497,0.17617471812045085,2,36,1,2,NA,4,2,3,3
DEU,2760601534,0.37994159209345235,0.2785495543207129,1,42,1,3,NA,4,3,4,1
DEU,2760601535,0.10322053484714416,0.07567487892019367,2,32,4,2,NA,1,2,3,1
DEU,2760601536,0.16859013025579145,0.1235998022403163,1,23,6,0,NA,1,3,1,1
DEU,2760601537,0.16316823893081758,0.11962480860030614,1,45,2,3,NA,2,1,4,NA
DEU,2760601538,0.4060280503551191,0.2976745237207618,2,26,6,3,NA,1,1,1,1
DEU,2760601539,0.10322053484714416,0.07567487892019367,2,32,1,3,NA,1,1,1,3
DEU,2760601540,0.2108399626560596,0.15457475268039558,2,31,2,1,NA,3,2,4,1
DEU,2760601541,0.2108399626560596,0.15457475268039558,2,31,2,1,NA,3,1,4,1
DEU,2760601542,0.0905353551434317,0.06637489380016987,2,33,3,3,NA,1,2,2,1
DEU,2760601543,1.6303524914360124,1.1952730875630588,1,59,1,3,NA,3,2,2,3
DEU,2760601544,1.6954151873356988,1.242973011243181,2,35,4,3,NA,1,2,4,1
DEU,2760601545,1.1509754584392655,0.8438236498821595,2,69,5,1,NA,6,2,4,1
DEU,2760601546,1.7484065025495945,1.2818229490832804,2,55,1,2,NA,5,2,3,1
DEU,2760601547,1.3450382479388021,0.9860984222425234,1,24,6,0,NA,5,2,2,1
DEU,2760601548,0.825252779595552,0.6050240319615484,1,25,6,0,NA,1,2,4,3
DEU,2760601549,0.30700180879710565,0.225074639880576,2,24,2,0,NA,5,2,1,1
DEU,2760601550,0.20828246674805304,0.1526997556803908,1,61,1,2,NA,4,3,1,1
DEU,2760601551,0.335645762966779,0.2460746062806298,1,30,3,2,NA,4,2,1,2
DEU,2760601552,0.28725794038729513,0.21059966304053898,1,45,1,3,NA,6,2,2,1
DEU,2760601553,0.12337360260223573,0.09044985528023147,1,45,2,3,NA,5,2,1,1
DEU,2760601554,0.30700180879710565,0.225074639880576,2,24,2,1,NA,7,3,2,1
DEU,2760601555,0.3206076870277005,0.23504962392060152,1,55,1,4,NA,5,2,1,1
DEU,2760601556,0.1797408124147,0.13177478916033725,1,71,1,2,NA,4,2,1,1
DEU,2760601557,0.24020001567997473,0.17609971824045068,2,70,5,2,NA,6,2,1,2
DEU,2760601558,0.11580341471453635,0.08489986416021728,2,25,1,1,NA,2,2,1,1
DEU,2760601559,0.335645762966779,0.2460746062806298,1,35,6,0,NA,5,2,1,1
DEU,2760601560,0.13769557968707238,0.10094983848025835,1,59,1,1,NA,4,3,1,1
DEU,2760601561,0.6985032823947476,0.5120991806413105,2,58,1,3,NA,6,2,4,1
DEU,2760601562,1.2912285340343446,0.9466484853624227,2,45,1,2,NA,4,3,1,1
DEU,2760601563,1.1039175337319451,0.8093237050820712,2,32,1,1,NA,5,2,4,1
DEU,2760601564,0.5785055743910805,0.4241243214010854,1,64,1,2,NA,6,2,3,1
DEU,2760601565,3.9168561330301843,2.871595405447349,1,39,1,1,NA,4,2,2,2
DEU,2760601566,2.0446668285330727,1.4990226015638364,1,78,1,2,NA,8,2,2,1
DEU,2760601567,1.1534306545109518,0.8456236470021642,1,57,3,2,NA,3,3,1,1
DEU,2760601568,1.024532860747422,0.7511237982019223,1,67,1,3,NA,5,2,1,1
DEU,2760601569,0.20981696429285696,0.15382475388039366,2,54,2,0,NA,7,2,3,3
DEU,2760601570,0.17902471356045815,0.1312497900003359,2,53,1,1,NA,7,1,3,3
DEU,2760601571,0.12091840653054946,0.08864985816022687,2,30,6,0,NA,7,1,3,3
DEU,2760601572,0.22352514235977206,0.1638747378004194,1,31,6,0,NA,8,3,2,2
DEU,2760601573,0.19764328377074583,0.14489976816037084,1,25,6,0,NA,6,1,1,1
DEU,2760601574,0.20981696429285696,0.15382475388039366,2,51,5,0,NA,7,1,4,1
DEU,2760601575,0.7395255167591726,0.5421741325213875,2,85,1,2,NA,8,2,4,3
DEU,2760601576,0.21339745856406614,0.1564497496804004,1,50,1,2,NA,9,1,1,2
DEU,2760601577,1.056552709515664,0.7745987606419824,2,19,6,0,NA,6,3,3,1
DEU,2760601578,0.4737505419991324,0.3473244442808889,2,69,1,0,NA,8,2,3,1
DEU,2760601579,1.1162958139266967,0.8183986905620945,1,46,1,4,NA,6,3,2,1
DEU,2760601580,0.9022845563447092,0.6614989416016929,1,23,2,0,NA,5,2,3,1
DEU,2760601581,1.1728676234118016,0.8598736242022006,2,57,5,2,NA,2,2,3,1
DEU,2760601582,1.1883148986961611,0.8711986060822297,1,52,1,1,NA,5,2,3,1
DEU,2760601583,0.4737505419991324,0.3473244442808889,2,61,1,3,NA,7,2,3,1
DEU,2760601584,0.5094531848749038,0.3734994024009558,1,77,1,2,NA,9,2,2,1
DEU,2760601585,0.5485317223492439,0.40214935656102924,1,65,1,1,NA,8,2,2,1
DEU,2760601586,1.1883148986961611,0.8711986060822297,1,55,1,3,NA,4,2,3,2
DEU,2760601587,1.534497544803927,1.124998200002879,2,84,1,2,NA,4,2,4,1
DEU,2760601588,0.3151857957027266,0.23107463028059136,1,60,6,0,NA,4,2,3,3
DEU,2760601589,0.34444354889032147,0.25252459596064625,2,44,1,4,NA,5,2,2,1
DEU,2760601590,0.3151857957027266,0.23107463028059136,1,68,1,3,NA,6,2,2,1
DEU,2760601591,0.6329290873134599,0.4640242575611876,1,71,1,2,NA,6,2,2,1
DEU,2760601592,0.922539923936121,0.676348917841731,2,22,6,0,NA,3,2,4,1
DEU,2760601593,1.6610424423320909,1.2177730515631164,1,48,1,2,NA,8,3,3,1
DEU,2760601594,6.320902286556336,4.634092585451859,1,46,1,2,NA,8,2,NA,1
DEU,2760601595,2.013567678291713,1.476222638043778,1,75,1,2,NA,5,3,NA,1
DEU,2760601596,3.120554207113266,2.2877963395258547,2,63,1,1,NA,7,2,4,2
DEU,2760601597,2.8818886889780955,2.1128216194854073,1,56,1,1,NA,7,3,2,1
DEU,2760601598,1.7715262655579738,1.298772921963324,1,58,1,1,NA,2,1,3,2
DEU,2760601599,1.0892886571381477,0.7985987222420439,2,73,3,2,NA,3,1,3,1
DEU,2760601600,1.2506154990152005,0.9168735330023465,2,68,1,3,NA,5,3,2,1
DEU,2760601601,0.825252779595552,0.6050240319615484,1,19,6,0,NA,4,3,3,1
DEU,2760601602,1.2506154990152005,0.9168735330023465,2,69,1,2,NA,4,1,3,1
DEU,2760601603,0.825252779595552,0.6050240319615484,1,22,6,0,NA,3,3,3,1
DEU,2760601604,1.9289657136548566,1.4141977372836192,2,74,1,2,NA,4,1,3,2
DEU,2760601605,1.3449359481024818,0.9860234223625233,1,73,1,2,NA,4,3,2,1
DEU,2760601606,1.6954151873356988,1.242973011243181,2,39,1,0,NA,3,3,3,1
DEU,2760601607,1.4614554616712603,1.071448285682742,1,21,6,0,NA,3,1,2,1
DEU,2760601608,0.825252779595552,0.6050240319615484,1,27,1,0,NA,3,3,3,1
DEU,2760601609,2.707160568543088,1.9847218244450793,1,49,1,1,NA,6,2,2,2
DEU,2760601610,2.355760630782989,1.72709723664442,1,62,3,0,NA,3,2,3,2
DEU,2760601611,2.8818886889780955,2.1128216194854073,1,56,1,2,NA,5,2,2,1
DEU,2760601612,2.7324286281141927,2.0032467948051265,2,48,1,0,NA,5,2,3,2
DEU,2760601613,1.5575150079759859,1.1418731730029221,2,36,6,0,NA,7,2,3,1
DEU,2760601614,2.707160568543088,1.9847218244450793,1,44,1,1,NA,7,2,2,2
DEU,2760601615,1.872393904169752,1.372722803643513,2,61,3,2,NA,4,2,2,1
DEU,2760601616,3.138047479124031,2.300621319005888,2,72,5,3,NA,2,2,2,1
DEU,2760601617,4.3717835051463885,3.205119871808203,2,69,3,4,NA,4,3,2,1
DEU,2760601618,6.111903720954041,4.4808678306114675,2,51,1,2,NA,6,2,3,1
DEU,2760601619,0.6877617995811202,0.5042241932412904,2,57,1,2,NA,5,2,4,1
DEU,2760601620,0.5241843613050214,0.3842993851209835,1,63,1,2,NA,7,3,1,2
DEU,2760601621,0.49789330337071425,0.3650244159609342,1,83,1,3,NA,7,1,1,1
DEU,2760601622,1.161307741907612,0.851398637762179,1,57,1,2,NA,5,2,2,1
DEU,2760601623,0.4490962814459493,0.3292494732008426,1,20,6,0,NA,4,2,NA,1
DEU,2760601624,0.9634598584642257,0.7063488698418077,1,54,1,1,NA,6,2,1,3
DEU,2760601625,0.8460196463685651,0.6202490076015873,2,73,1,2,NA,5,2,4,1
DEU,2760601626,0.3151857957027266,0.23107463028059136,1,69,1,2,NA,1,2,1,1
DEU,2760601627,0.6329290873134599,0.4640242575611876,1,72,1,1,NA,7,1,1,1
DEU,2760601628,0.4139051377517793,0.3034495144807766,1,52,6,0,NA,4,2,4,1
DEU,2760601629,4.199203681274106,3.0785950742478785,2,84,5,3,NA,NA,2,1,2
DEU,2760601630,2.177656615749413,1.5965224455640858,1,52,1,2,NA,7,3,2,1
DEU,2760601631,3.806167710131661,2.7904455352871413,2,54,1,1,NA,5,2,2,1
DEU,2760601632,1.14882716187654,0.8422486524021554,2,63,1,2,NA,6,2,4,1
DEU,2760601633,1.7221154446152873,1.2625479799232313,1,41,1,2,NA,NA,1,1,3
DEU,2760601634,0.9724622440604087,0.7129488592818246,1,41,1,0,NA,5,3,3,2
DEU,2760601635,0.9724622440604087,0.7129488592818246,1,49,6,0,NA,7,2,4,1
DEU,2760601636,0.9117984411224934,0.6684739304417107,2,36,6,0,NA,NA,2,3,1
DEU,2760601637,1.5996625405399338,1.1727731235630012,2,41,2,1,NA,NA,2,3,1
DEU,2760601638,0.20981696429285696,0.15382475388039366,2,59,1,2,NA,6,2,4,1
DEU,2760601639,0.25933008507186367,0.19012469580048655,2,29,6,0,NA,5,2,3,2
DEU,2760601640,0.3495585407063346,0.25627458996065583,1,68,2,4,NA,5,2,2,1
DEU,2760601641,0.21390895774566746,0.15682474908040137,1,21,6,0,NA,3,3,2,1
DEU,2760601642,0.5378925393719366,0.3943493690410092,1,51,1,1,NA,3,2,2,1
DEU,2760601643,0.1759557184708503,0.12899979360033012,1,65,1,6,NA,3,1,1,3
DEU,2760601644,0.4820368287410736,0.3533994345609044,1,45,1,4,NA,3,1,4,1
DEU,2760601645,0.8389609576624671,0.6150740158815741,2,64,2,2,NA,5,3,3,2
DEU,2760601646,0.6710869262609175,0.49199921280125913,1,52,1,2,NA,8,3,3,2
DEU,2760601647,1.1267303972313634,0.8260486783221139,2,46,3,1,NA,3,2,1,1
DEU,2760601648,0.7720568647090159,0.5660240943614486,2,65,6,0,NA,7,2,2,1
DEU,2760601649,0.5485317223492439,0.40214935656102924,1,65,1,3,NA,8,2,2,1
DEU,2760601650,1.1908723946041675,0.8730736030822343,2,71,1,1,NA,7,2,1,1
DEU,2760601651,2.6063952297676303,1.9108469426448902,1,43,1,3,NA,6,2,3,1
DEU,2760601652,0.8389609576624671,0.6150740158815741,2,67,3,1,NA,4,2,3,1
DEU,2760601653,0.9759404384952975,0.7154988552018311,1,36,2,0,NA,9,2,4,1
DEU,2760601654,1.1162958139266967,0.8183986905620945,1,44,1,3,NA,7,2,3,2
DEU,2760601655,0.5094531848749038,0.3734994024009558,1,73,1,2,NA,8,2,2,1
DEU,2760601656,1.1908723946041675,0.8730736030822343,2,75,1,3,NA,8,2,1,1
DEU,2760601657,0.6913422938523293,0.506849189041297,2,44,1,2,NA,6,2,1,2
DEU,2760601658,0.5536467141652569,0.40589935056103876,1,25,6,0,NA,7,3,2,1
DEU,2760601659,0.9022845563447092,0.6614989416016929,1,26,2,0,NA,5,1,1,1
DEU,2760601660,2.505527591155852,1.8368970609647008,2,61,1,3,NA,6,2,1,1
DEU,2760601661,3.9362931019310334,2.885845382647385,1,48,3,2,NA,9,1,1,1
DEU,2760601662,3.806167710131661,2.7904455352871413,2,52,1,2,NA,6,2,1,1
DEU,2760601663,2.2227708435666487,1.6295973926441707,1,44,6,0,NA,7,1,2,2
DEU,2760601664,3.9731210430063277,2.9128453394474545,2,40,3,2,NA,2,2,2,1
DEU,2760601665,3.6907734947624053,2.7058456706469247,2,30,2,0,NA,6,2,3,1
DEU,2760601666,3.181422609723822,2.332421268125969,1,29,6,0,NA,7,2,2,2
DEU,2760601667,3.8645809166705303,2.833270466767251,2,72,1,2,NA,7,2,1,1
DEU,2760601668,2.927821315485893,2.1464965656054935,1,73,1,2,NA,5,1,1,2
DEU,2760601669,2.927821315485893,2.1464965656054935,1,72,1,3,NA,7,2,1,1
DEU,2760601670,0.3781001950396876,0.2771995564807094,2,69,1,2,NA,2,2,4,1
DEU,2760601671,0.7219299449120875,0.5292741531613545,2,81,5,3,NA,5,2,3,1
DEU,2760601672,0.9468872849803432,0.6941988892817766,2,59,3,3,NA,4,1,4,1
DEU,2760601673,0.2689462696859683,0.1971746845205046,1,69,3,2,NA,5,3,2,1
DEU,2760601674,0.8633083187066893,0.6329239873216198,1,47,1,2,NA,6,3,3,1
DEU,2760601675,1.014302877115396,0.7436238102019032,1,60,1,1,NA,5,2,3,1
DEU,2760601676,2.201901676957315,1.614297417124131,2,73,5,3,NA,4,2,1,1
DEU,2760601677,1.2783387546579916,0.9371985004823986,2,49,1,4,NA,8,2,3,1
DEU,2760601678,2.2637930779310733,1.6596723445242472,2,43,3,2,NA,7,2,3,1
DEU,2760601679,0.6545143527770351,0.47984923224122805,1,40,2,1,NA,7,2,2,1
DEU,2760601680,0.8198308882705782,0.6010490383215382,2,69,5,5,NA,5,1,1,1
DEU,2760601681,1.1461673661322134,0.8402986555221506,2,54,5,5,NA,4,1,1,1
DEU,2760601682,1.1853482034428735,0.8690236095622239,1,48,3,NA,NA,5,3,4,1
DEU,2760601683,1.090925454519272,0.7997987203220468,1,44,NA,NA,NA,NA,1,3,1
DEU,2760601684,0.7178379514592771,0.5262741579613468,2,48,1,2,NA,3,2,1,1
DEU,2760601685,0.5289924536120738,0.3878243794809925,1,76,1,2,NA,5,2,1,1
DEU,2760601686,0.4054142513371975,0.29722452444076064,2,43,1,1,NA,8,2,4,1
DEU,2760601687,0.40162915739334787,0.29444952888075354,1,44,2,0,NA,7,2,3,3
DEU,2760601688,0.6877617995811202,0.5042241932412904,2,55,1,2,NA,7,1,4,3
DEU,2760601689,0.6877617995811202,0.5042241932412904,2,55,1,3,NA,7,1,2,1
DEU,2760601690,0.3216306853909031,0.23579962272060348,1,60,1,2,NA,6,2,1,3
DEU,2760601691,4.237463820057885,3.1066450293679506,1,67,1,2,NA,7,3,2,2
DEU,2760601692,2.827772075564677,2.073146682965306,2,23,6,0,NA,7,2,3,1
DEU,2760601693,5.644495768806765,4.13819337889059,2,71,5,2,NA,5,3,2,2
DEU,2760601694,5.0076792877131355,3.6713191258893954,2,27,6,0,NA,5,2,3,1
DEU,2760601695,4.961132862187416,3.6371941804893075,2,31,6,0,NA,5,3,2,2
DEU,2760601696,4.565846294645924,3.3473946441685665,2,33,1,0,NA,1,3,3,2
DEU,2760601697,5.0076792877131355,3.6713191258893954,2,24,6,0,NA,5,3,4,1
DEU,2760601698,3.9356793029131123,2.8853953833673844,1,26,3,6,NA,2,2,4,3
DEU,2760601699,2.927105216631651,2.1459715664454917,1,51,1,1,NA,5,1,4,3
DEU,2760601700,2.4148899361761,1.7704471672845306,1,29,6,0,NA,6,3,3,2
DEU,2760601701,4.914995636006979,3.6033692346092216,2,45,3,1,NA,5,3,1,1
DEU,2760601702,3.6595720446847255,2.682970707246866,2,65,5,2,NA,2,3,3,2
DEU,2760601703,11.138713078059066,8.166211934060899,1,52,1,1,NA,6,3,3,2
DEU,2760601704,5.291152134156581,3.8791437933699275,1,40,1,1,NA,5,3,3,1
DEU,2760601705,1.9240553215114842,1.41059774304361,2,42,3,1,NA,2,NA,3,1
DEU,2760601706,7.253876793797124,5.31809149105361,1,47,1,1,NA,1,1,1,2
DEU,2760601707,4.9144841368253775,3.6029942352092212,1,33,6,0,NA,3,3,NA,1
DEU,2760601708,6.516192674091716,4.777267356372225,2,75,6,0,NA,5,3,3,1
DEU,2760601709,2.510949482480826,1.840872054604711,1,71,1,3,NA,3,2,1,1
DEU,2760601710,2.7624024801560294,2.025221759645183,1,66,3,2,NA,3,2,2,2
DEU,2760601711,5.320307587507856,3.9005187591699824,2,21,6,1,NA,2,2,2,1
DEU,2760601712,3.8880075791878705,2.850445439287295,2,60,1,3,NA,6,2,1,1
DEU,2760601713,3.48146802965115,2.552395916166532,2,44,1,2,NA,5,2,3,1
DEU,2760601714,0.1433220706846868,0.10507483188026892,2,35,2,1,NA,NA,3,2,1
DEU,2760601715,0.11631491389613767,0.08527486356021824,2,63,1,2,NA,3,3,1,1
DEU,2760601716,0.12726099638240568,0.09329985072023878,1,55,1,2,NA,5,2,3,1
DEU,2760601717,0.4678171514925572,0.3429744512408777,1,30,2,0,NA,4,NA,3,2
DEU,2760601718,0.20091687853299417,0.14729976432037695,1,30,6,0,NA,5,3,NA,NA
DEU,2760601719,0.1837305060311902,0.13469978448034473,2,29,NA,3,NA,2,NA,NA,2
DEU,2760601720,0.4678171514925572,0.3429744512408777,1,30,1,2,NA,5,3,NA,NA
DEU,2760601721,0.21534115545415108,0.157874747400404,2,23,6,0,NA,NA,2,4,1
DEU,2760601722,0.40029925952118445,0.29347453044075106,1,46,1,2,NA,7,2,3,1
DEU,2760601723,0.23109533024747142,0.1694247289204336,2,65,1,1,NA,5,2,3,1
DEU,2760601724,0.10403893353770625,0.07627487796019519,2,26,1,1,NA,2,2,3,2
DEU,2760601725,0.11631491389613767,0.08527486356021824,2,67,1,2,NA,4,2,4,1
DEU,2760601726,0.17953621274205947,0.13162478940033684,2,47,1,1,NA,5,2,4,2
DEU,2760601727,0.24848630242191594,0.18217470852046622,2,52,1,3,NA,3,1,2,1
DEU,2760601728,0.17953621274205947,0.13162478940033684,2,49,3,1,NA,3,2,3,1
DEU,2760601729,0.17953621274205947,0.13162478940033684,2,43,1,1,NA,5,2,3,1
DEU,2760601730,0.24848630242191594,0.18217470852046622,2,58,1,1,NA,5,2,3,1
DEU,2760601731,0.2265941374493799,0.16612473420042514,1,43,2,0,NA,4,3,4,1
DEU,2760601732,0.16429353713034045,0.12044980728030825,1,62,3,1,NA,4,2,3,1
DEU,2760601733,0.11784941144094159,0.0863998617602211,1,24,6,0,NA,4,2,4,2
DEU,2760601734,0.16429353713034045,0.12044980728030825,1,60,1,2,NA,5,2,2,1
DEU,2760601735,0.10864242617211804,0.07964987256020384,1,54,1,2,NA,4,1,NA,1
DEU,2760601736,0.14178757313988286,0.10394983368026602,1,74,1,3,NA,6,1,1,2
DEU,2760601737,0.11631491389613767,0.08527486356021824,2,69,1,0,NA,6,2,4,1
DEU,2760601738,0.16613493418410516,0.1217998051203117,1,74,1,2,NA,6,2,3,1
DEU,2760601739,0.2528851953836872,0.18539970336047448,1,53,3,2,NA,4,2,3,1
DEU,2760601740,0.0827605675830918,0.06067490292015528,1,68,1,2,NA,6,2,2,1
DEU,2760601741,0.22209294465128837,0.1628247394804167,2,72,5,2,NA,5,2,2,1
DEU,2760601742,0.09043305530711145,0.06629989392016968,2,45,1,2,NA,5,2,2,1
DEU,2760601743,0.2265941374493799,0.16612473420042514,1,42,2,2,NA,2,2,3,1
DEU,2760601744,0.0827605675830918,0.06067490292015528,1,68,1,2,NA,5,2,3,1
DEU,2760601745,0.07212138460578457,0.052874915400135315,2,36,1,1,NA,3,2,2,1
DEU,2760601746,0.11375741798813112,0.08339986656021343,1,37,2,2,NA,3,1,1,2
DEU,2760601747,0.07212138460578457,0.052874915400135315,2,33,1,2,NA,3,1,1,3
DEU,2760601748,0.2528851953836872,0.18539970336047448,1,53,1,2,NA,5,2,1,1
DEU,2760601749,0.1251126998196802,0.09172485324023476,2,59,6,0,NA,5,2,2,1
DEU,2760601750,0.07212138460578457,0.052874915400135315,2,31,6,0,NA,10,2,2,3
DEU,2760601751,0.18945929686512486,0.13889977776035548,2,75,3,1,NA,5,2,3,1
DEU,2760601752,0.09043305530711145,0.06629989392016968,2,44,3,1,NA,7,2,3,1
DEU,2760601753,0.2528851953836872,0.18539970336047448,1,51,1,2,NA,4,2,3,1
DEU,2760601754,0.0827605675830918,0.06067490292015528,1,66,1,1,NA,6,2,2,1
DEU,2760601755,0.23416432533707926,0.17167472532043934,1,19,6,0,NA,2,2,NA,1
DEU,2760601756,0.09043305530711145,0.06629989392016968,2,41,6,1,NA,5,2,1,1
DEU,2760601757,0.17953621274205947,0.13162478940033684,2,40,3,1,NA,3,2,3,1
DEU,2760601758,0.11375741798813112,0.08339986656021343,1,35,1,1,NA,3,2,4,1
DEU,2760601759,0.16613493418410516,0.1217998051203117,1,80,5,1,NA,5,2,2,1
DEU,2760601760,0.44111689421296896,0.3233994825608277,2,93,5,1,NA,4,2,2,1
DEU,2760601761,0.44111689421296896,0.3233994825608277,2,89,5,2,NA,5,3,2,1
DEU,2760601762,0.2528851953836872,0.18539970336047448,1,50,1,3,NA,3,2,2,1
DEU,2760601763,0.11631491389613767,0.08527486356021824,2,62,5,0,NA,NA,2,4,3
DEU,2760601764,0.12726099638240568,0.09329985072023878,1,59,1,2,NA,3,2,3,1
DEU,2760601765,0.1433220706846868,0.10507483188026892,2,30,6,0,NA,1,2,3,1
DEU,2760601766,0.1251126998196802,0.09172485324023476,2,59,1,2,NA,4,2,3,1
DEU,2760601767,0.11375741798813112,0.08339986656021343,1,39,6,0,NA,4,2,2,1
DEU,2760601768,0.5872010604783027,0.4304993112011017,1,54,1,3,NA,6,2,2,1
DEU,2760601769,0.9244836208262058,0.6777739155617345,2,20,6,0,NA,6,2,4,1
DEU,2760601770,0.2633197786883539,0.19304969112049405,2,55,1,2,NA,6,2,3,1
DEU,2760601771,0.15181295709926854,0.11129982192028484,2,36,1,2,NA,5,2,3,1
DEU,2760601772,0.22352514235977206,0.1638747378004194,1,38,2,1,NA,7,2,4,1
DEU,2760601773,0.4439812896299362,0.325499479200833,1,33,6,1,NA,7,3,4,1
DEU,2760601774,0.25626108998225583,0.18787469940048082,2,66,3,3,NA,9,1,2,3
DEU,2760601775,2.0383242386812164,1.4943726090038245,2,21,6,0,NA,4,2,3,1
DEU,2760601776,1.7406317149892547,1.276122958203266,1,70,5,2,NA,3,1,2,2
DEU,2760601777,2.153718454050472,1.578972473644041,1,40,1,2,NA,5,2,2,1
DEU,2760601778,1.8828284874744186,1.3803727914035326,1,37,1,0,NA,7,1,1,2
DEU,2760601779,2.2627700795678707,1.6589223457242455,2,58,6,2,NA,8,2,3,1
DEU,2760601780,0.23938161698941263,0.17549971920044916,1,56,2,0,NA,3,1,2,2
DEU,2760601781,0.23528962353660215,0.17249972400044147,2,52,1,1,NA,4,2,3,1
DEU,2760601782,0.31579959472064817,0.23152462956059253,2,38,1,0,NA,6,2,2,2
DEU,2760601783,0.28050615119015787,0.2056496709605263,1,57,1,2,NA,7,3,NA,2
DEU,2760601784,1.6185880102591823,1.1866481013630368,2,68,1,1,NA,6,3,3,3
DEU,2760601785,2.1942291892332952,1.6086724261241168,2,30,6,0,NA,4,2,4,1
DEU,2760601786,1.321509285585142,0.9688484498424794,1,46,1,1,NA,7,1,4,2
DEU,2760601787,1.6185880102591823,1.1866481013630368,2,67,1,3,NA,6,1,3,2
DEU,2760601788,3.068585890262573,2.2496964004857576,1,33,6,0,NA,4,1,1,3
DEU,2760601789,0.4490962814459493,0.3292494732008426,1,22,6,0,NA,5,1,3,2
DEU,2760601790,0.6840790054735907,0.5015241975612835,2,45,1,1,NA,5,3,2,1
DEU,2760601791,0.8802900915358529,0.6453739674016518,2,68,5,0,NA,7,3,4,1
DEU,2760601792,0.8633083187066893,0.6329239873216198,1,42,4,0,NA,5,2,1,3
DEU,2760601793,0.9634598584642257,0.7063488698418077,1,50,1,1,NA,5,3,2,2
DEU,2760601794,0.3479217433252104,0.2550745918806528,2,19,6,0,NA,6,2,4,1
DEU,2760601795,0.40674414920936097,0.2981995228807632,2,53,1,2,NA,8,1,1,1
DEU,2760601796,0.2689462696859683,0.1971746845205046,1,69,1,2,NA,5,1,4,1
DEU,2760601797,0.4490962814459493,0.3292494732008426,1,25,6,0,NA,6,2,4,1
DEU,2760601798,0.4431628909393741,0.3248994801608315,2,60,5,2,NA,3,2,1,1
DEU,2760601799,0.6840790054735907,0.5015241975612835,2,44,2,0,NA,5,3,2,1
DEU,2760601800,0.2689462696859683,0.1971746845205046,1,69,1,2,NA,6,1,2,1
DEU,2760601801,0.5459742264412372,0.4002743595610243,2,37,1,2,NA,5,1,1,1
DEU,2760601802,1.5574127081396656,1.1417981731229219,2,31,6,0,NA,3,2,1,1
