S003,S007,S017,S019,X001,X003,X007,X011,X025A,X047,C001,D057,D063_B
DEU,2760600724,0.1274655960550462,0.09344985048023914,2,39,1,2,NA,5,2,3,1
DEU,2760600725,0.253192094892648,0.18562470300047504,2,38,NA,NA,NA,5,2,3,1
DEU,2760600726,0.44674338521058327,0.32752447596083817,1,52,1,2,NA,5,3,3,3
DEU,2760600727,0.4081763469178446,0.29924952120076587,2,61,1,1,NA,2,3,2,1
DEU,2760600728,3.218864349817038,2.3598712242060396,2,61,5,0,NA,2,2,4,1
DEU,2760600729,2.7611748821201862,2.0243217610851807,2,58,1,2,NA,6,2,3,1
DEU,2760600730,2.6774936160102123,1.9629718592450236,2,32,6,0,NA,6,2,3,1
DEU,2760600731,0.3840335855462628,0.2815495495207206,1,76,1,1,NA,4,1,NA,1
DEU,2760600732,0.3860795822726681,0.28304954712072444,2,58,1,4,NA,6,2,2,1
DEU,2760600733,0.5069979888032174,0.3716994052809512,1,65,1,1,NA,6,2,3,1
DEU,2760600734,0.6992193812489894,0.5126241798013119,1,48,1,2,NA,7,2,NA,1
DEU,2760600735,0.2552380916190532,0.18712470060047887,1,60,1,2,NA,4,1,2,1
DEU,2760600736,0.2789716536453539,0.2045246727605234,2,45,1,1,NA,7,2,3,3
DEU,2760600737,0.5846435645702962,0.428624314201097,2,76,5,3,NA,6,2,1,1
DEU,2760600738,0.2177963515258374,0.15967474452040867,1,63,1,2,NA,4,2,2,1
DEU,2760600739,0.37615649814960267,0.2757745587607058,2,21,6,0,NA,5,3,4,1
DEU,2760600740,0.7802408516146369,0.5720240847614639,1,52,3,2,NA,5,3,NA,1
DEU,2760600741,0.4374341001054395,0.32069948688082073,1,85,1,1,NA,2,3,1,2
DEU,2760600742,0.5126244798008319,0.3758243986809618,1,74,1,3,NA,5,2,3,1
DEU,2760600743,0.3860795822726681,0.28304954712072444,2,50,1,2,NA,5,2,3,3
DEU,2760600744,0.2226044438328897,0.16319973888041767,2,36,1,2,NA,5,2,4,1
DEU,2760600745,0.2552380916190532,0.18712470060047887,1,69,5,3,NA,6,2,4,1
DEU,2760600746,0.5126244798008319,0.3758243986809618,1,71,1,2,NA,3,2,3,1
DEU,2760600747,0.5069979888032174,0.3716994052809512,1,60,1,2,NA,2,2,3,1
DEU,2760600748,0.2552380916190532,0.18712470060047887,1,63,1,4,NA,6,2,3,1
DEU,2760600749,0.3588678258114784,0.2630995790406733,2,62,1,1,NA,5,2,4,1
DEU,2760600750,0.7668395730566825,0.5621991004814388,2,59,5,2,NA,6,1,4,1
DEU,2760600751,0.554055913510538,0.4061993500810396,2,45,1,2,NA,2,2,4,1
DEU,2760600752,0.7471980044831923,0.5477991235214019,2,26,1,2,NA,4,1,2,2
DEU,2760600753,0.7802408516146369,0.5720240847614639,1,54,1,2,NA,5,2,1,1
DEU,2760600754,0.5069979888032174,0.3716994052809512,1,69,1,3,NA,3,2,1,1
DEU,2760600755,0.3860795822726681,0.28304954712072444,2,55,1,2,NA,5,2,2,1
DEU,2760600756,0.15703024875160188,0.11512481580029464,2,59,1,2,NA,6,2,1,2
DEU,2760600757,0.33994235609222995,0.2492246012406378,2,60,1,0,NA,4,2,3,1
DEU,2760600758,0.24173451322477865,0.17722471644045354,1,65,2,2,NA,3,3,3,1
DEU,2760600759,0.3720645046967922,0.2727745635606981,1,59,5,2,NA,5,3,4,1
DEU,2760600760,0.10383433386506574,0.07612487820019483,1,68,1,2,NA,4,3,3,1
DEU,2760600761,0.264138177378916,0.1936496901604956,2,43,1,2,NA,5,3,3,1
DEU,2760600762,0.27876705397271345,0.20437467300052306,2,71,1,2,NA,4,1,4,1
DEU,2760600763,0.1479255633190986,0.10844982648027755,1,22,6,0,NA,1,1,3,1
DEU,2760600764,0.1479255633190986,0.10844982648027755,1,20,6,0,NA,4,3,4,1
DEU,2760600765,0.264138177378916,0.1936496901604956,2,43,3,2,NA,4,3,3,1
DEU,2760600766,0.19610878622594188,0.14377476996036795,1,32,6,1,NA,5,3,2,1
DEU,2760600767,0.0905353551434317,0.06637489380016987,2,34,2,1,NA,3,1,4,1
DEU,2760600768,0.20858936625701383,0.15292475532039138,1,72,1,1,NA,4,3,3,1
DEU,2760600769,0.14321977084836654,0.10499983200026872,1,42,1,1,NA,4,3,4,1
DEU,2760600770,0.5406546349525836,0.39637436580101437,2,30,2,2,NA,3,2,3,2
DEU,2760600771,0.9540482735227616,0.69944888088179,1,58,1,2,NA,3,3,3,2
DEU,2760600772,1.542272332364267,1.1306981908828937,2,30,1,1,NA,3,2,1,1
DEU,2760600773,0.5406546349525836,0.39637436580101437,2,38,4,1,NA,4,3,1,1
DEU,2760600774,0.6373279802752311,0.4672492524011958,2,57,1,1,NA,4,2,3,3
DEU,2760600775,0.6774295161127737,0.49664920536127105,2,41,2,2,NA,3,2,2,1
DEU,2760600776,0.8289355737030815,0.6077240276415553,2,21,6,0,NA,5,1,4,1
DEU,2760600777,1.2479557032708737,0.9149235361223413,1,32,2,3,NA,3,2,1,1
DEU,2760600778,0.7622360804222706,0.55882410588143006,1,68,1,1,NA,4,2,1,3
DEU,2760600779,0.5331867469012045,0.3908993745610003,1,48,1,1,NA,5,2,4,1
DEU,2760600780,0.9441251893996963,0.6921738925217714,1,46,6,0,NA,4,2,1,3
DEU,2760600781,0.9249951200078073,0.6781489149617355,1,58,1,1,NA,7,3,2,3
DEU,2760600782,1.024532860747422,0.7511237982019223,1,66,1,3,NA,7,3,2,1
DEU,2760600783,0.9117984411224934,0.6684739304417107,2,32,6,0,NA,NA,2,1,1
DEU,2760600784,0.9403400954558465,0.6893988969617643,2,53,NA,3,NA,5,2,2,2
DEU,2760600785,1.6651344357849014,1.2207730467631241,2,58,4,0,NA,NA,2,2,1
DEU,2760600786,1.3792063932697698,1.011148382162588,1,63,NA,NA,NA,NA,1,2,2
DEU,2760600787,0.9094455448871275,0.6667489332017064,1,19,6,0,NA,6,3,2,1
DEU,2760600788,1.304322913083338,0.9562484700024473,2,82,5,3,NA,3,1,1,1
DEU,2760600789,0.6473533642346168,0.47459924064121467,2,36,1,0,NA,4,2,3,1
DEU,2760600790,0.5580456071270281,0.409124345401047,1,20,6,0,NA,7,2,2,1
DEU,2760600791,0.988216418853729,0.7244988408018541,1,23,6,2,NA,2,2,1,1
DEU,2760600792,1.1572157484548016,0.8483986425621713,2,27,1,1,NA,5,2,2,1
DEU,2760600793,0.5588640058175902,0.40972434444104855,1,44,1,1,NA,5,2,3,1
DEU,2760600794,0.26792327132276567,0.1964246857205027,1,59,1,2,NA,6,1,4,2
DEU,2760600795,0.19027769555568697,0.139499776800357,2,45,1,2,NA,3,2,3,1
DEU,2760600796,0.4673056523109559,0.34259945184087676,2,78,1,2,NA,5,1,2,1
DEU,2760600797,0.4673056523109559,0.34259945184087676,2,85,5,2,NA,4,1,2,2
DEU,2760600798,0.623619802208316,0.4571992684811701,1,54,1,2,NA,7,1,3,1
DEU,2760600799,0.2884855384231383,0.21149966160054126,1,33,6,0,NA,2,2,3,1
DEU,2760600800,0.270787666739733,0.19852468236050805,2,59,1,2,NA,5,2,2,1
DEU,2760600801,0.4100177439716093,0.30059951904076926,2,77,5,0,NA,4,2,2,1
DEU,2760600802,0.3594816248294,0.2635495783206745,1,78,1,2,NA,6,2,2,1
DEU,2760600803,0.4805023311962697,0.35227443636090155,2,71,1,1,NA,7,2,3,1
DEU,2760600804,0.5729813832297864,0.4200743278810751,1,38,6,0,NA,4,2,3,1
DEU,2760600805,0.3067972091244652,0.22492464012057561,1,70,1,2,NA,4,2,2,1
DEU,2760600806,0.4100177439716093,0.30059951904076926,2,74,5,2,NA,4,2,2,2
DEU,2760600807,0.2884855384231383,0.21149966160054126,1,30,1,1,NA,4,2,2,2
DEU,2760600808,0.4100177439716093,0.30059951904076926,2,81,5,2,NA,3,2,2,1
DEU,2760600809,0.3594816248294,0.2635495783206745,1,79,1,2,NA,6,2,3,3
DEU,2760600810,0.15610955022471953,0.11444981688029292,2,36,1,1,NA,5,2,1,2
DEU,2760600811,0.2638312778699552,0.19342469052049502,2,19,6,0,NA,3,2,3,1
DEU,2760600812,0.1331943868889809,0.09764984376024992,2,30,2,2,NA,2,2,3,2
DEU,2760600813,2.927923615322213,2.1465715654854933,1,26,6,0,NA,4,1,2,2
DEU,2760600814,3.6565030495951176,2.6807207108468605,2,49,1,3,NA,3,2,2,1
DEU,2760600815,2.7225055439911277,1.9959718064451082,2,66,1,2,NA,5,2,1,1
DEU,2760600816,2.1036938340898637,1.5422975323239467,2,21,6,0,NA,6,2,3,1
DEU,2760600817,2.1036938340898637,1.5422975323239467,2,26,6,0,NA,NA,2,3,1
DEU,2760600818,0.7077102676635711,0.5188491698413278,1,57,1,2,NA,4,2,2,1
DEU,2760600819,1.1039175337319451,0.8093237050820712,2,30,1,0,NA,6,1,1,1
DEU,2760600820,1.364782116348613,1.000573399082561,2,82,5,1,NA,NA,3,3,1
DEU,2760600821,0.814306697109284,0.5969990448015279,2,68,5,1,NA,2,2,2,1
DEU,2760600822,0.8847912843339444,0.6486739621216602,2,62,1,4,NA,3,2,2,1
DEU,2760600823,1.4693325490679203,1.077223276442757,2,47,1,5,NA,NA,2,3,1
DEU,2760600824,0.9515930774510754,0.6976488837617855,1,78,1,3,NA,3,1,1,1
DEU,2760600825,1.2370096207846057,0.9068985489623209,2,52,1,1,NA,6,1,3,1
DEU,2760600826,0.6836698061283096,0.5012241980412827,2,21,6,0,NA,2,2,3,1
DEU,2760600827,1.1384948784081936,0.8346736645221361,2,57,1,1,NA,4,2,1,1
DEU,2760600828,0.6773272162764534,0.49657420548127085,2,37,1,1,NA,6,2,2,1
DEU,2760600829,1.2912285340343446,0.9466484853624227,2,44,1,3,NA,5,2,1,1
DEU,2760600830,0.7706246670005321,0.5649740960414459,2,71,1,3,NA,7,2,2,1
DEU,2760600831,1.1884171985324814,0.8712736059622298,2,47,1,1,NA,6,2,2,1
DEU,2760600832,0.40162915739334787,0.29444952888075354,1,41,6,0,NA,5,1,3,1
DEU,2760600833,0.574822780283551,0.42142432572107846,1,25,2,1,NA,3,1,3,2
DEU,2760600834,0.37656569749488367,0.2760745582807065,2,30,2,0,NA,4,2,4,1
DEU,2760600835,0.3883301786717138,0.2846995444807286,2,50,1,0,NA,7,2,1,1
DEU,2760600836,0.9326676077318269,0.6837739059617499,1,33,1,2,NA,5,1,1,1
DEU,2760600837,0.6195278087555055,0.4541992732811624,2,25,1,3,NA,3,3,3,1
DEU,2760600838,0.4054142513371975,0.29722452444076064,2,44,5,1,NA,2,2,4,1
DEU,2760600839,0.37656569749488367,0.2760745582807065,2,31,2,1,NA,3,3,3,1
DEU,2760600840,0.4054142513371975,0.29722452444076064,2,47,1,0,NA,5,2,3,1
DEU,2760600841,0.40162915739334787,0.29444952888075354,1,42,1,2,NA,4,2,NA,2
DEU,2760600842,0.3934451704877269,0.28844953848073823,1,52,1,2,NA,6,1,2,2
DEU,2760600843,1.1464742656411742,0.8405236551621511,2,34,1,3,NA,5,2,2,1
DEU,2760600844,1.0551205118071803,0.7735487623219798,2,34,1,1,NA,8,3,4,2
DEU,2760600845,0.5529306153110151,0.40537435140103745,1,62,4,0,NA,6,3,3,1
DEU,2760600846,0.9837152260556375,0.7211988460818457,1,33,6,0,NA,6,2,3,3
DEU,2760600847,1.0880610591023048,0.7976987236820416,2,50,1,1,NA,5,2,4,1
DEU,2760600848,1.0551205118071803,0.7735487623219798,2,32,1,1,NA,5,2,4,1
DEU,2760600849,0.690421595325447,0.5061741901212954,1,43,2,1,NA,8,2,2,1
DEU,2760600850,1.0551205118071803,0.7735487623219798,2,32,2,1,NA,6,2,2,2
DEU,2760600851,0.8457127468596043,0.6200240079615867,2,66,1,2,NA,8,1,1,1
DEU,2760600852,1.1979310833102659,0.8782485948022477,1,59,1,2,NA,4,3,1,3
DEU,2760600853,1.1023830361871412,0.8081987068820684,1,52,1,0,NA,6,2,4,1
DEU,2760600854,0.8457127468596043,0.6200240079615867,2,67,3,1,NA,4,3,1,1
DEU,2760600855,0.9837152260556375,0.7211988460818457,1,33,6,0,NA,3,2,2,1
DEU,2760600856,1.0880610591023048,0.7976987236820416,2,50,1,0,NA,7,2,4,1
DEU,2760600857,0.5672525923958517,0.41587433460106427,2,25,6,0,NA,4,3,4,2
DEU,2760600858,1.0614631016590366,0.7781987548819916,1,48,4,NA,NA,NA,3,2,2
DEU,2760600859,0.4843897249764396,0.3551244318009088,1,21,6,0,NA,7,3,3,2
DEU,2760600860,0.4843897249764396,0.3551244318009088,1,23,2,0,NA,7,3,2,2
DEU,2760600861,0.5672525923958517,0.41587433460106427,2,24,6,0,NA,NA,3,NA,1
DEU,2760600862,0.8500093399850553,0.6231740029215947,1,63,NA,NA,NA,NA,1,2,3
DEU,2760600863,0.09923084123065395,0.07274988360018618,2,64,1,2,NA,2,1,4,1
DEU,2760600864,0.0615845014647976,0.045149927760115546,2,33,6,1,NA,2,3,3,1
DEU,2760600865,0.09738944417688924,0.07139988576018273,1,48,6,0,NA,2,2,3,1
DEU,2760600866,0.17953621274205947,0.13162478940033684,2,46,1,2,NA,3,2,1,1
DEU,2760600867,0.1433220706846868,0.10507483188026892,2,30,1,1,NA,5,2,4,1
DEU,2760600868,0.12194140489375208,0.0893998569602288,2,24,6,0,NA,5,2,4,1
DEU,2760600869,0.16613493418410516,0.1217998051203117,1,70,1,2,NA,3,2,4,1
DEU,2760600870,0.16429353713034045,0.12044980728030825,1,67,1,3,NA,3,3,3,1
DEU,2760600871,0.2647519763968375,0.19409968944049671,1,36,6,1,NA,2,2,3,3
DEU,2760600872,0.17953621274205947,0.13162478940033684,2,42,1,2,NA,3,2,2,1
DEU,2760600873,0.14178757313988286,0.10394983368026602,1,70,1,1,NA,5,2,4,2
DEU,2760600874,0.10864242617211804,0.07964987256020384,1,59,3,3,NA,1,2,3,1
DEU,2760600875,0.2647519763968375,0.19409968944049671,1,30,6,0,NA,3,2,4,1
DEU,2760600876,0.24214371257005968,0.17752471596045433,2,26,6,0,NA,5,2,4,1
DEU,2760600877,0.37994159209345235,0.2785495543207129,1,47,1,2,NA,6,2,3,2
DEU,2760600878,0.39252447196084456,0.28777453956073645,1,29,1,0,NA,4,3,2,1
DEU,2760600879,0.6482740627614991,0.4752742395612164,2,20,6,0,NA,7,2,4,1
DEU,2760600880,0.6622891403373748,0.48554922312124255,2,59,2,0,NA,5,2,2,1
DEU,2760600881,0.9021822565083889,0.6614239417216927,1,71,1,0,NA,6,2,1,1
DEU,2760600882,0.6710869262609175,0.49199921280125913,1,59,1,3,NA,7,2,3,1
DEU,2760600883,0.6710869262609175,0.49199921280125913,1,58,1,1,NA,4,3,3,3
DEU,2760600884,0.9011592581451863,0.6606739429216908,1,65,1,3,NA,6,1,2,1
DEU,2760600885,0.6764065177495711,0.4958992065612691,1,51,3,2,NA,7,2,3,1
DEU,2760600886,1.2226876436997691,0.896398565762294,1,47,6,1,NA,4,1,3,1
DEU,2760600887,1.304322913083338,0.9562484700024473,2,83,5,4,NA,4,1,1,1
DEU,2760600888,0.5529306153110151,0.40537435140103745,1,66,1,2,NA,7,2,3,2
DEU,2760600889,0.690421595325447,0.5061741901212954,1,46,1,1,NA,7,2,3,1
DEU,2760600890,1.1822792083532656,0.8667736131622181,2,59,2,2,NA,5,3,2,1
DEU,2760600891,1.0649412960939253,0.780748750801998,2,21,2,0,NA,3,2,3,1
DEU,2760600892,0.9094455448871275,0.6667489332017064,1,70,5,2,NA,1,2,4,1
DEU,2760600893,0.7720568647090159,0.5660240943614486,2,63,1,2,NA,4,2,3,1
DEU,2760600894,0.9714392456972061,0.7121988604818227,1,68,1,2,NA,5,2,3,1
DEU,2760600895,0.5536467141652569,0.40589935056103876,1,24,6,0,NA,7,2,3,1
DEU,2760600896,1.0793655730150822,0.791323733882025,2,51,1,2,NA,7,2,2,1
DEU,2760600897,0.6622891403373748,0.48554922312124255,2,55,1,1,NA,6,2,3,2
DEU,2760600898,0.6482740627614991,0.4752742395612164,2,24,6,0,NA,3,2,3,1
DEU,2760600899,0.31099150241359586,0.22799963520058347,2,32,1,2,NA,3,2,4,1
DEU,2760600900,0.17953621274205947,0.13162478940033684,1,61,1,2,NA,6,2,2,3
DEU,2760600901,0.38966007654387724,0.28567454292073113,2,49,1,1,NA,5,2,2,1
DEU,2760600902,0.38966007654387724,0.28567454292073113,2,42,2,1,NA,5,2,3,3
DEU,2760600903,0.27631185790102714,0.20257467588051842,1,58,2,2,NA,6,2,3,1
DEU,2760600904,0.525514259177185,0.38527438356098603,2,23,6,0,NA,6,3,3,1
DEU,2760600905,0.2868487410420141,0.2102996635205382,2,61,1,2,NA,6,2,3,2
DEU,2760600906,1.1534306545109518,0.8456236470021642,1,50,1,3,NA,5,2,1,3
DEU,2760600907,3.537323740282013,2.593345850646637,1,49,1,2,NA,NA,3,1,1
DEU,2760600908,1.9786834341065038,1.4506476789637124,2,63,1,1,NA,5,2,3,1
DEU,2760600909,2.4895688166898915,1.825197079684671,1,65,1,0,NA,6,2,3,1
DEU,2760600910,3.13763827977875,2.300321319485887,2,44,1,1,NA,4,3,4,1
DEU,2760600911,2.860917222532442,2.097446644085368,1,48,3,0,NA,4,3,3,1
DEU,2760600912,1.6459020665566921,1.206673069323088,2,34,1,0,NA,7,2,3,1
DEU,2760600913,2.9147269364368995,2.136896580965469,2,34,1,1,NA,4,2,2,1
DEU,2760600914,2.9147269364368995,2.136896580965469,2,31,4,2,NA,2,1,1,1
DEU,2760600915,1.7553628914193724,1.2869229409232936,1,45,1,4,NA,7,2,2,3
DEU,2760600916,3.0454661272541936,2.2327464276057136,1,57,1,1,NA,5,2,3,1
DEU,2760600917,1.1883148986961611,0.8711986060822297,1,58,1,2,NA,5,2,1,1
DEU,2760600918,0.7720568647090159,0.5660240943614486,2,63,1,0,NA,5,2,1,1
DEU,2760600919,0.27569805888310556,0.20212467660051725,2,52,6,0,NA,7,2,3,1
DEU,2760600920,0.31579959472064817,0.23152462956059253,2,35,6,0,NA,4,2,2,3
DEU,2760600921,0.9828968273650754,0.7205988470418442,1,74,1,3,NA,6,2,2,1
DEU,2760600922,1.489587916659332,1.0920732526827948,2,61,3,1,NA,3,2,3,1
DEU,2760600923,2.1099341241053997,1.5468725250039586,1,54,3,0,NA,2,2,2,1
DEU,2760600924,0.5487363220218843,0.40229935632102953,1,55,1,2,NA,6,2,3,1
DEU,2760600925,1.017167272532363,0.7457238068419083,1,63,3,5,NA,6,2,2,3
DEU,2760600926,0.29687412500139976,0.21764965176055703,1,19,6,0,NA,3,2,2,1
DEU,2760600927,0.28725794038729513,0.21059966304053898,1,40,1,2,NA,8,3,1,1
DEU,2760600928,0.13534268345170636,0.09922484124025392,2,54,3,2,NA,5,3,1,1
DEU,2760600929,1.5119915808134694,1.1084982264028367,2,70,5,5,NA,5,2,2,1
DEU,2760600930,0.08951235678022908,0.06562489500016795,1,61,1,0,NA,5,2,1,1
DEU,2760600931,0.22761713581258253,0.16687473300042707,2,43,2,1,NA,6,2,1,1
DEU,2760600932,0.22761713581258253,0.16687473300042707,2,45,1,2,NA,4,2,1,1
DEU,2760600933,0.12337360260223573,0.09044985528023147,1,46,2,0,NA,5,3,1,2
DEU,2760600934,0.16899932960107253,0.12389980176031709,1,33,6,0,NA,5,2,2,1
DEU,2760600935,0.12582879867392202,0.09224985240023609,2,69,1,1,NA,4,3,1,1
DEU,2760600936,0.12582879867392202,0.09224985240023609,2,63,1,8,NA,4,2,1,1
DEU,2760600937,0.13534268345170636,0.09922484124025392,2,50,3,5,NA,3,2,1,1
DEU,2760600938,0.09145605367031405,0.06704989272017159,2,38,1,1,NA,8,2,1,1
DEU,2760600939,0.24020001567997473,0.17609971824045068,2,72,1,2,NA,4,2,1,1
DEU,2760600940,1.1039175337319451,0.8093237050820712,2,32,1,0,NA,6,2,3,1
DEU,2760600941,1.0828437674499711,0.7938737298020317,1,80,1,5,NA,NA,1,1,NA
DEU,2760600942,1.1039175337319451,0.8093237050820712,2,38,1,3,NA,NA,3,1,2
DEU,2760600943,0.6836698061283096,0.5012241980412827,2,18,6,0,NA,7,3,1,1
DEU,2760600944,1.1039175337319451,0.8093237050820712,2,37,6,1,NA,1,2,3,1
DEU,2760600945,0.5839274657160544,0.42809931504109555,1,19,6,0,NA,6,2,2,2
DEU,2760600946,0.7224414440936889,0.5296491525613556,1,42,1,2,NA,7,2,1,1
DEU,2760600947,0.5839274657160544,0.42809931504109555,1,18,6,0,NA,NA,2,NA,1
DEU,2760600948,1.024532860747422,0.7511237982019223,1,67,1,3,NA,4,2,2,1
DEU,2760600949,1.0293409530544744,0.7546487925619314,1,33,1,0,NA,NA,2,NA,1
DEU,2760600950,0.5839274657160544,0.42809931504109555,1,21,6,0,NA,NA,2,NA,3
DEU,2760600951,0.7291932332908262,0.5345991446413682,2,43,3,2,NA,3,2,1,3
DEU,2760600952,0.7291932332908262,0.5345991446413682,2,46,1,4,NA,5,2,2,3
DEU,2760600953,1.1884171985324814,0.8712736059622298,2,44,2,3,NA,7,2,1,1
DEU,2760600954,3.4285790142735744,2.5136209782064327,2,19,6,0,NA,4,2,4,1
DEU,2760600955,2.084154565352694,1.5279725552439105,2,39,1,2,NA,7,2,3,1
DEU,2760600956,3.181422609723822,2.332421268125969,1,24,6,0,NA,1,1,2,2
DEU,2760600957,2.2227708435666487,1.6295973926441707,1,49,3,1,NA,5,1,1,3
DEU,2760600958,0.3832151868557007,0.280949550480719,1,26,6,0,NA,6,2,4,1
DEU,2760600959,0.37083690666094904,0.2718745650006958,1,48,3,1,NA,1,2,4,1
DEU,2760600960,0.2689462696859683,0.1971746845205046,1,62,5,2,NA,3,2,4,1
DEU,2760600961,0.9468872849803432,0.6941988892817766,2,59,3,1,NA,1,2,4,1
DEU,2760600962,0.6840790054735907,0.5015241975612835,2,46,3,2,NA,5,2,2,1
DEU,2760600963,0.34444354889032147,0.25252459596064625,2,47,6,2,NA,6,2,4,1
DEU,2760600964,0.892054572712683,0.6539989536016737,1,18,6,0,NA,2,2,3,1
DEU,2760600965,0.892054572712683,0.6539989536016737,1,18,6,0,NA,2,2,3,1
DEU,2760600966,0.46444125689398863,0.34049945520087144,2,18,6,0,NA,6,2,3,1
DEU,2760600967,0.3781001950396876,0.2771995564807094,2,69,1,2,NA,5,2,3,1
DEU,2760600968,0.8802900915358529,0.6453739674016518,2,66,3,2,NA,5,2,4,1
DEU,2760600969,0.4431628909393741,0.3248994801608315,2,62,1,1,NA,6,2,4,1
DEU,2760600970,0.17411432141708558,0.12764979576032667,1,66,1,2,NA,5,1,2,1
DEU,2760600971,0.8138974977640029,0.5966990452815271,1,81,1,2,NA,5,3,2,2
DEU,2760600972,1.1558858505826382,0.8474236441221686,1,63,5,2,NA,7,1,3,1
DEU,2760600973,0.34966084054265484,0.25634958984065603,1,81,1,2,NA,5,1,3,1
DEU,2760600974,0.34966084054265484,0.25634958984065603,1,95,6,0,NA,5,1,1,3
DEU,2760600975,0.623619802208316,0.4571992684811701,1,53,1,2,NA,7,3,4,3
DEU,2760600976,0.24480350831438652,0.17947471284045932,2,68,6,0,NA,4,2,4,1
DEU,2760600977,0.5972264444376884,0.43784929944112055,2,22,6,0,NA,7,2,4,1
DEU,2760600978,0.5476110238223615,0.40147435764102746,2,75,5,2,NA,5,2,4,2
DEU,2760600979,0.5476110238223615,0.40147435764102746,2,75,5,2,NA,7,2,3,1
DEU,2760600980,0.5698100883038583,0.41774933160106914,2,62,1,1,NA,5,2,4,1
DEU,2760600981,0.2565679894912166,0.1880996990404814,2,23,6,0,NA,4,2,4,1
DEU,2760600982,3.1030609351025014,2.2749713600458223,2,77,1,2,NA,5,2,4,2
DEU,2760600983,0.5588640058175902,0.40972434444104855,1,45,1,2,NA,6,1,3,2
DEU,2760600984,0.9021822565083889,0.6614239417216927,1,79,5,5,NA,5,1,2,2
DEU,2760600985,1.2129691592493441,0.8892735771622757,1,41,1,5,NA,4,3,4,2
DEU,2760600986,1.2939906296149914,0.9486734821224276,2,72,1,3,NA,3,2,3,1
DEU,2760600987,2.780509551184716,2.038496738405217,2,89,5,1,NA,NA,3,1,2
DEU,2760600988,0.6482740627614991,0.4752742395612164,2,27,6,0,NA,6,2,3,1
DEU,2760600989,0.6913422938523293,0.506849189041297,2,46,1,2,NA,6,2,3,1
DEU,2760600990,0.9759404384952975,0.7154988552018311,1,35,6,0,NA,7,2,3,1
DEU,2760600991,1.0266811573101475,0.7526987956819262,1,77,1,3,NA,2,3,1,3
DEU,2760600992,0.5485317223492439,0.40214935656102924,1,64,6,0,NA,3,2,3,1
DEU,2760600993,0.9714392456972061,0.7121988604818227,1,63,1,3,NA,1,1,1,2
DEU,2760600994,0.8389609576624671,0.6150740158815741,2,63,2,0,NA,2,2,1,1
DEU,2760600995,1.2939906296149914,0.9486734821224276,2,78,1,2,NA,6,3,3,1
DEU,2760600996,1.148008763185978,0.8416486533621541,2,22,6,0,NA,4,3,3,1
DEU,2760600997,1.1883148986961611,0.8711986060822297,1,54,2,0,NA,6,2,2,1
DEU,2760600998,0.1494600608639025,0.10957482468028044,1,25,2,0,NA,5,2,3,1
DEU,2760600999,0.3206076870277005,0.23504962392060152,1,57,1,1,NA,6,3,2,2
DEU,2760601000,0.28725794038729513,0.21059966304053898,1,42,6,0,NA,6,3,3,1
DEU,2760601001,0.1797408124147,0.13177478916033725,1,78,1,2,NA,7,2,2,1
DEU,2760601002,0.24020001567997473,0.17609971824045068,2,73,1,2,NA,4,2,3,1
DEU,2760601003,0.31723179242913185,0.23257462788059521,2,49,6,1,NA,5,2,3,1
DEU,2760601004,0.22761713581258253,0.16687473300042707,2,42,6,0,NA,4,2,3,1
DEU,2760601005,0.335645762966779,0.2460746062806298,1,32,1,2,NA,3,2,3,1
DEU,2760601006,0.40029925952118445,0.29347453044075106,1,44,1,2,NA,5,3,3,1
DEU,2760601007,0.2815291495533605,0.20639966976052823,2,73,1,1,NA,7,2,3,1
DEU,2760601008,0.10485733222826835,0.07687487700019674,1,62,1,2,NA,7,2,3,1
DEU,2760601009,0.08951235678022908,0.06562489500016795,1,68,1,4,NA,4,3,2,NA
DEU,2760601010,0.10833552666315725,0.07942487292020325,1,48,1,0,NA,3,1,2,NA
DEU,2760601011,0.2815291495533605,0.20639966976052823,2,73,2,2,NA,7,2,3,1
DEU,2760601012,0.21063536298341906,0.1544247529203952,1,94,1,1,NA,7,3,2,NA
DEU,2760601013,0.3206076870277005,0.23504962392060152,1,58,1,3,NA,7,3,2,1
DEU,2760601014,0.28725794038729513,0.21059966304053898,1,47,1,2,NA,8,2,3,1
DEU,2760601015,0.11457581667869322,0.08399986560021498,2,49,1,2,NA,8,2,4,1
DEU,2760601016,0.22761713581258253,0.16687473300042707,2,46,2,1,NA,4,2,3,1
DEU,2760601017,0.335645762966779,0.2460746062806298,1,31,2,2,NA,7,2,3,1
DEU,2760601018,0.3150834958664064,0.23099963040059118,2,50,1,2,NA,7,2,3,1
DEU,2760601019,0.1446519685568502,0.10604983032027142,1,48,3,1,NA,7,2,2,NA
DEU,2760601020,0.1446519685568502,0.10604983032027142,1,41,1,1,NA,7,2,3,1
DEU,2760601021,0.20828246674805304,0.1526997556803908,1,60,1,1,NA,6,3,3,1
DEU,2760601022,0.09779864352217028,0.07169988528018349,2,40,1,2,NA,4,NA,2,NA
DEU,2760601023,0.28725794038729513,0.21059966304053898,1,46,2,1,NA,7,2,4,1
DEU,2760601024,0.22761713581258253,0.16687473300042707,2,42,2,1,NA,4,2,4,1
DEU,2760601025,0.22761713581258253,0.16687473300042707,2,43,4,0,NA,3,2,3,1
DEU,2760601026,0.28725794038729513,0.21059966304053898,1,49,2,1,NA,5,3,3,2
