"","COUNTRY_(ISO)","CODE","YEAR","ML_WKS","ML_BEF","ML_AFT","ML_PAY","PL_WKS","PL_PAY","CC_WKS","CC_PAY","X12","X13","X14"
"403","DE",6,1998,14,"6","8",100,156,11.5,0,0,NA,NA,NA
"404","DE",6,1999,14,"6","8",100,156,11.3,0,0,NA,NA,NA
"405","DE",6,2000,14,"6","8",100,156,11.1,0,0,NA,NA,NA
"406","DE",6,2001,14,"6","8",100,156,10.8,0,0,NA,NA,NA
"407","DE",6,2002,14,"6","8",100,156,10.6,0,0,NA,NA,NA
"408","DE",6,2003,14,"6","8",100,156,10.3,0,0,NA,NA,NA
"409","DE",6,2004,14,"6","8",100,156,10.1,0,0,NA,NA,NA
"410","DE",6,2005,14,"6","8",100,156,10,0,0,NA,NA,NA
"411","DE",6,2006,14,"6","8",100,156,9.9,0,0,NA,NA,NA
"412","DE",6,2007,14,"6","8",100,156,22.3,0,0,NA,NA,NA
"413","DE",6,2008,14,"6","8",100,156,22.3,0,0,NA,NA,NA
"414","DE",6,2010,14,"6","8",100,156,22.3,0,0,NA,NA,NA
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","GR",9,1960,12,"6","6",50,0,0,0,0,NA,NA,NA
"417","GR",9,1961,12,"6","6",50,0,0,0,0,NA,NA,NA
"418","GR",9,1962,12,"6","6",50,0,0,0,0,NA,NA,NA
"419","GR",9,1963,12,"6","6",50,0,0,0,0,NA,NA,NA
"420","GR",9,1964,12,"6","6",50,0,0,0,0,NA,NA,NA
"421","GR",9,1965,12,"6","6",50,0,0,0,0,NA,NA,NA
"422","GR",9,1966,12,"6","6",50,0,0,0,0,NA,NA,NA
"423","GR",9,1967,12,"6","6",50,0,0,0,0,NA,NA,NA
"424","GR",9,1968,12,"6","6",50,0,0,0,0,NA,NA,NA
"425","GR",9,1969,12,"6","6",50,0,0,0,0,NA,NA,NA
"426","GR",9,1970,12,"6","6",50,0,0,0,0,NA,NA,NA
"427","GR",9,1971,12,"6","6",50,0,0,0,0,NA,NA,NA
"428","GR",9,1972,12,"6","6",50,0,0,0,0,NA,NA,NA
"429","GR",9,1973,12,"6","6",50,0,0,0,0,NA,NA,NA
"430","GR",9,1974,12,"6","6",50,0,0,0,0,NA,NA,NA
"431","GR",9,1975,12,"6","6",50,0,0,0,0,NA,NA,NA
"432","GR",9,1976,12,"6","6",50,0,0,0,0,NA,NA,NA
"433","GR",9,1977,12,"6","6",50,0,0,0,0,NA,NA,NA
"434","GR",9,1978,12,"6","6",50,0,0,0,0,NA,NA,NA
"435","GR",9,1979,12,"6","6",50,0,0,0,0,NA,NA,NA
"436","GR",9,1980,12,"6","6",50,0,0,0,0,NA,NA,NA
"437","GR",9,1981,12,"6","6",50,0,0,0,0,NA,NA,NA
"438","GR",9,1982,12,"6","6",50,0,0,0,0,NA,NA,NA
"439","GR",9,1983,12,"6","6",50,0,0,0,0,NA,NA,NA
"440","GR",9,1984,12,"6","6",50,26,0,0,0,NA,NA,NA
"441","GR",9,1985,12,"6","6",50,26,0,0,0,NA,NA,NA
"442","GR",9,1986,12,"6","6",50,26,0,0,0,NA,NA,NA
"443","GR",9,1987,12,"6","6",50,26,0,0,0,NA,NA,NA
"444","GR",9,1988,12,"6","6",50,26,0,0,0,NA,NA,NA
"445","GR",9,1989,12,"6","6",50,26,0,0,0,NA,NA,NA
"446","GR",9,1990,12,"6","6",50,26,0,0,0,NA,NA,NA
"447","GR",9,1991,15,"7.4","7.6",50,26,0,0,0,NA,NA,NA
"448","GR",9,1992,15,"7.4","7.6",50,26,0,0,0,NA,NA,NA
"449","GR",9,1993,15,"7.4","7.6",50,26,0,0,0,NA,NA,NA
"450","GR",9,1994,15,"7.4","7.6",50,26,0,0,0,NA,NA,NA
"451","GR",9,1995,16,"8","8",50,26,0,0,0,NA,NA,NA
"452","GR",9,1996,16,"8","8",50,26,0,0,0,NA,NA,NA
"453","GR",9,1997,16,"8","8",50,26,0,0,0,NA,NA,NA
"454","GR",9,1998,16,"8","8",50,26,0,0,0,NA,NA,NA
"455","GR",9,1999,16,"8","8",50,26,0,0,0,NA,NA,NA
"456","GR",9,2000,16,"8","8",50,26,0,0,0,NA,NA,NA
"457","GR",9,2001,16,"8","8",50,26,0,0,0,NA,NA,NA
"458","GR",9,2002,17,"8","9",50,26,0,0,0,NA,NA,NA
"459","GR",9,2003,17,"8","9",50,26,0,0,0,NA,NA,NA
"460","GR",9,2004,17,"8","9",50,26,0,0,0,NA,NA,NA
"461","GR",9,2005,17,"8","9",50,26,0,0,0,NA,NA,NA
"462","GR",9,2006,17,"8","9",50,26,0,0,0,NA,NA,NA
"463","GR",9,2007,17,"8","9",50,26,0,0,0,NA,NA,NA
"464","GR",9,2008,17,"8","9",50,26,0,0,0,NA,NA,NA
"465","GR",9,2009,17,"8","9",50,26,0,0,0,NA,NA,NA
"466","GR",9,2010,17,"8","9",50,26,0,0,0,NA,NA,NA
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","IE",10,1960,12,"6","6",34.5,0,0,0,0,NA,NA,NA
"469","IE",10,1961,12,"6","6",34.5,0,0,0,0,NA,NA,NA
"470","IE",10,1962,12,"6","6",34.5,0,0,0,0,NA,NA,NA
"471","IE",10,1963,12,"6","6",34.5,0,0,0,0,NA,NA,NA
"472","IE",10,1964,12,"6","6",34,0,0,0,0,NA,NA,NA
"473","IE",10,1965,12,"6","6",34,0,0,0,0,NA,NA,NA
"474","IE",10,1966,12,"6","6",34,0,0,0,0,NA,NA,NA
"475","IE",10,1967,12,"6","6",34.3,0,0,0,0,NA,NA,NA
"476","IE",10,1968,12,"6","6",34.3,0,0,0,0,NA,NA,NA
"477","IE",10,1969,12,"6","6",38.8,0,0,0,0,NA,NA,NA
"478","IE",10,1970,12,"6","6",38.8,0,0,0,0,NA,NA,NA
"479","IE",10,1971,12,"6","6",20,0,0,0,0,NA,NA,NA
"480","IE",10,1972,12,"6","6",25,0,0,0,0,NA,NA,NA
"481","IE",10,1973,12,"6","6",30,0,0,0,0,NA,NA,NA
"482","IE",10,1974,12,"6","6",30,0,0,0,0,NA,NA,NA
"483","IE",10,1975,12,"6","6",26,0,0,0,0,NA,NA,NA
"484","IE",10,1976,12,"6","6",30,0,0,0,0,NA,NA,NA
"485","IE",10,1977,12,"6","6",31,0,0,0,0,NA,NA,NA
"486","IE",10,1978,12,"6","6",30,0,0,0,0,NA,NA,NA
"487","IE",10,1979,12,"6","6",28,0,0,0,0,NA,NA,NA
"488","IE",10,1980,12,"6","6",24,0,0,0,0,NA,NA,NA
"489","IE",10,1981,14,"7","7",80,0,0,0,0,NA,NA,NA
"490","IE",10,1982,14,"7","7",80,0,0,0,0,NA,NA,NA
"491","IE",10,1983,14,"7","7",80,0,0,0,0,NA,NA,NA
"492","IE",10,1984,14,"7","7",70,0,0,0,0,NA,NA,NA
"493","IE",10,1985,14,"7","7",70,0,0,0,0,NA,NA,NA
"494","IE",10,1986,14,"7","7",70,0,0,0,0,NA,NA,NA
"495","IE",10,1987,14,"7","7",70,0,0,0,0,NA,NA,NA
"496","IE",10,1988,14,"7","7",70,0,0,0,0,NA,NA,NA
"497","IE",10,1989,14,"7","7",70,0,0,0,0,NA,NA,NA
"498","IE",10,1990,14,"7","7",70,0,0,0,0,NA,NA,NA
"499","IE",10,1991,14,"7","7",70,0,0,0,0,NA,NA,NA
"500","IE",10,1992,14,"7","7",70,0,0,0,0,NA,NA,NA
"501","IE",10,1993,14,"7","7",70,0,0,0,0,NA,NA,NA
"502","IE",10,1994,14,"7","7",70,0,0,0,0,NA,NA,NA
"503","IE",10,1995,14,"7","7",70,0,0,0,0,NA,NA,NA
"504","IE",10,1996,14,"7","7",70,0,0,0,0,NA,NA,NA
"505","IE",10,1997,14,"7","7",70,0,0,0,0,NA,NA,NA
"506","IE",10,1998,14,"4","10",70,28,0,0,0,NA,NA,NA
"507","IE",10,1999,14,"4","10",70,28,0,0,0,NA,NA,NA
"508","IE",10,2000,14,"4","10",70,28,0,0,0,NA,NA,NA
"509","IE",10,2001,14,"4","10",70,28,0,0,0,NA,NA,NA
"510","IE",10,2002,18,"4","14",70,28,0,0,0,NA,NA,NA
"511","IE",10,2003,18,"4","14",70,28,0,0,0,NA,NA,NA
"512","IE",10,2004,18,"4","14",70,28,0,0,0,NA,NA,NA
"513","IE",10,2005,18,"4","14",75,28,0,0,0,NA,NA,NA
"514","IE",10,2006,18,"4","14",80,28,0,0,0,NA,NA,NA
"515","IE",10,2007,18,"4","14",80,28,0,0,0,NA,NA,NA
"516","IE",10,2008,26,"2","24",80,28,0,0,0,NA,NA,NA
"517","IE",10,2009,26,"2","24",80,28,0,0,0,NA,NA,NA
"518","IE",10,2010,26,"2","24",80,28,0,0,0,NA,NA,NA
"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","IT",11,1960,21,"13","8",80,0,0,0,0,NA,NA,NA
"521","IT",11,1961,21,"13","8",80,0,0,0,0,NA,NA,NA
"522","IT",11,1962,21,"13","8",80,0,0,0,0,NA,NA,NA
"523","IT",11,1963,21,"13","8",80,0,0,0,0,NA,NA,NA
"524","IT",11,1964,21,"13","8",80,0,0,0,0,NA,NA,NA
"525","IT",11,1965,21,"13","8",80,0,0,0,0,NA,NA,NA
"526","IT",11,1966,21,"13","8",80,0,0,0,0,NA,NA,NA
"527","IT",11,1967,21,"13","8",80,0,0,0,0,NA,NA,NA
"528","IT",11,1968,21,"13","8",80,0,0,0,0,NA,NA,NA
"529","IT",11,1969,21,"13","8",80,0,0,0,0,NA,NA,NA
"530","IT",11,1970,17,"9","8",80,0,0,0,0,NA,NA,NA
"531","IT",11,1971,17,"9","8",80,0,0,0,0,NA,NA,NA
"532","IT",11,1972,17,"9","8",80,0,0,0,0,NA,NA,NA
"533","IT",11,1973,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"534","IT",11,1974,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"535","IT",11,1975,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"536","IT",11,1976,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"537","IT",11,1977,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"538","IT",11,1978,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"539","IT",11,1979,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"540","IT",11,1980,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"541","IT",11,1981,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"542","IT",11,1982,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"543","IT",11,1983,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"544","IT",11,1984,23.7,"10.7","13",80,26,30,0,0,NA,NA,NA
"545","IT",11,1985,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"546","IT",11,1986,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"547","IT",11,1987,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"548","IT",11,1988,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"549","IT",11,1989,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"550","IT",11,1990,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"551","IT",11,1991,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"552","IT",11,1992,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"553","IT",11,1993,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"554","IT",11,1994,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"555","IT",11,1995,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"556","IT",11,1996,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"557","IT",11,1997,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"558","IT",11,1998,21.5,"8.6","12.9",80,26,30,0,0,NA,NA,NA
"559","IT",11,1999,21.5,"8.6","12.9",80,43,30,0,0,NA,NA,NA
"560","IT",11,2000,21.7,"8.7","13.0",80,44,30,0,0,NA,NA,NA
"561","IT",11,2001,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"562","IT",11,2002,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"563","IT",11,2003,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"564","IT",11,2004,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"565","IT",11,2005,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"566","IT",11,2006,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"567","IT",11,2007,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"568","IT",11,2008,21.7,"4.3","17.3",80,44,30,0,0,NA,NA,NA
"569","IT",11,2009,21.7,"4.3","17.3",81,44,30,0,0,NA,NA,NA
"570","IT",11,2010,21.7,"4.3","17.3",82,44,30,0,0,NA,NA,NA
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","JP",12,1960,12,"6","6",60,0,0,0,0,NA,NA,NA
"573","JP",12,1961,12,"6","6",60,0,0,0,0,NA,NA,NA
"574","JP",12,1962,12,"6","6",60,0,0,0,0,NA,NA,NA
"575","JP",12,1963,12,"6","6",60,0,0,0,0,NA,NA,NA
"576","JP",12,1964,12,"6","6",60,0,0,0,0,NA,NA,NA
"577","JP",12,1965,12,"6","6",60,0,0,0,0,NA,NA,NA
"578","JP",12,1966,12,"6","6",60,0,0,0,0,NA,NA,NA
"579","JP",12,1967,12,"6","6",60,0,0,0,0,NA,NA,NA
"580","JP",12,1968,12,"6","6",60,0,0,0,0,NA,NA,NA
"581","JP",12,1969,12,"6","6",60,0,0,0,0,NA,NA,NA
"582","JP",12,1970,12,"6","6",60,0,0,0,0,NA,NA,NA
"583","JP",12,1971,12,"6","6",60,0,0,0,0,NA,NA,NA
"584","JP",12,1972,12,"6","6",60,0,0,0,0,NA,NA,NA
"585","JP",12,1973,12,"6","6",60,0,0,0,0,NA,NA,NA
"586","JP",12,1974,12,"6","6",60,0,0,0,0,NA,NA,NA
"587","JP",12,1975,12,"6","6",60,0,0,0,0,NA,NA,NA
"588","JP",12,1976,12,"6","6",60,0,0,0,0,NA,NA,NA
"589","JP",12,1977,12,"6","6",60,0,0,0,0,NA,NA,NA
"590","JP",12,1978,12,"6","6",60,0,0,0,0,NA,NA,NA
"591","JP",12,1979,12,"6","6",60,0,0,0,0,NA,NA,NA
"592","JP",12,1980,12,"6","6",60,0,0,0,0,NA,NA,NA
"593","JP",12,1981,12,"6","6",60,0,0,0,0,NA,NA,NA
"594","JP",12,1982,12,"6","6",60,0,0,0,0,NA,NA,NA
"595","JP",12,1983,12,"6","6",60,0,0,0,0,NA,NA,NA
"596","JP",12,1984,12,"6","6",60,0,0,0,0,NA,NA,NA
"597","JP",12,1985,12,"6","6",60,0,0,0,0,NA,NA,NA
"598","JP",12,1986,12,"6","6",60,0,0,0,0,NA,NA,NA
"599","JP",12,1987,12,"6","6",60,0,0,0,0,NA,NA,NA
"600","JP",12,1988,12,"6","6",60,0,0,0,0,NA,NA,NA
"601","JP",12,1989,14,"6","8",60,0,0,0,0,NA,NA,NA
"602","JP",12,1990,14,"6","8",60,0,0,0,0,NA,NA,NA
"603","JP",12,1991,14,"6","8",60,0,0,0,0,NA,NA,NA
"604","JP",12,1992,14,"6","8",60,52,0,0,0,NA,NA,NA
"605","JP",12,1993,14,"6","8",60,52,0,0,0,NA,NA,NA
"606","JP",12,1994,14,"6","8",60,52,0,0,0,NA,NA,NA
"607","JP",12,1995,14,"6","8",60,52,25,0,0,NA,NA,NA
"608","JP",12,1996,14,"6","8",60,52,25,0,0,NA,NA,NA
"609","JP",12,1997,14,"6","8",60,52,25,0,0,NA,NA,NA
"610","JP",12,1998,14,"6","8",60,52,25,0,0,NA,NA,NA
"611","JP",12,1999,14,"6","8",60,52,25,0,0,NA,NA,NA
"612","JP",12,2000,14,"ns","ns",60,52,25,0,0,NA,NA,NA
"613","JP",12,2001,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"614","JP",12,2002,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"615","JP",12,2003,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"616","JP",12,2004,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"617","JP",12,2005,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"618","JP",12,2006,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"619","JP",12,2007,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"620","JP",12,2008,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"621","JP",12,2009,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"622","JP",12,2010,14,"ns","ns",60,52,40,0,0,NA,NA,NA
"623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","LU",13,1960,12,"6","6",75,0,0,0,0,NA,NA,NA
"625","LU",13,1961,12,"6","6",75,0,0,0,0,NA,NA,NA
"626","LU",13,1962,12,"6","6",75,0,0,0,0,NA,NA,NA
"627","LU",13,1963,12,"6","6",75,0,0,0,0,NA,NA,NA
"628","LU",13,1964,12,"6","6",70,0,0,0,0,NA,NA,NA
"629","LU",13,1965,12,"6","6",70,0,0,0,0,NA,NA,NA
"630","LU",13,1966,12,"6","6",70,0,0,0,0,NA,NA,NA
"631","LU",13,1967,12,"6","6",70,0,0,0,0,NA,NA,NA
"632","LU",13,1968,12,"6","6",70,0,0,0,0,NA,NA,NA
"633","LU",13,1969,12,"6","6",70,0,0,0,0,NA,NA,NA
"634","LU",13,1970,12,"6","6",75,0,0,0,0,NA,NA,NA
"635","LU",13,1971,12,"6","6",75,0,0,0,0,NA,NA,NA
"636","LU",13,1972,12,"6","6",75,0,0,0,0,NA,NA,NA
"637","LU",13,1973,12,"6","6",75,0,0,0,0,NA,NA,NA
"638","LU",13,1974,12,"6","6",100,0,0,0,0,NA,NA,NA
"639","LU",13,1975,12,"6","6",100,0,0,0,0,NA,NA,NA
"640","LU",13,1976,12,"6","6",100,0,0,0,0,NA,NA,NA
"641","LU",13,1977,16,"8","8",100,0,0,0,0,NA,NA,NA
"642","LU",13,1978,16,"8","8",100,0,0,0,0,NA,NA,NA
"643","LU",13,1979,16,"8","8",100,0,0,0,0,NA,NA,NA
"644","LU",13,1980,16,"8","8",100,0,0,0,0,NA,NA,NA
"645","LU",13,1981,16,"8","8",100,0,0,0,0,NA,NA,NA
"646","LU",13,1982,16,"8","8",100,0,0,0,0,NA,NA,NA
"647","LU",13,1983,16,"8","8",100,0,0,0,0,NA,NA,NA
"648","LU",13,1984,16,"8","8",100,0,0,0,0,NA,NA,NA
"649","LU",13,1985,16,"8","8",100,0,0,0,0,NA,NA,NA
"650","LU",13,1986,16,"8","8",100,0,0,0,0,NA,NA,NA
"651","LU",13,1987,16,"8","8",100,0,0,0,0,NA,NA,NA
"652","LU",13,1988,16,"8","8",100,0,0,104,25,NA,NA,NA
"653","LU",13,1989,16,"8","8",100,0,0,104,25,NA,NA,NA
"654","LU",13,1990,16,"8","8",100,0,0,104,25,NA,NA,NA
"655","LU",13,1991,16,"8","8",100,0,0,104,25,NA,NA,NA
"656","LU",13,1992,16,"8","8",100,0,0,104,25,NA,NA,NA
"657","LU",13,1993,16,"8","8",100,0,0,104,25,NA,NA,NA
"658","LU",13,1994,16,"8","8",100,0,0,104,25,NA,NA,NA
"659","LU",13,1995,16,"8","8",100,0,0,104,25,NA,NA,NA
"660","LU",13,1996,16,"8","8",100,0,0,104,25,NA,NA,NA
"661","LU",13,1997,16,"8","8",100,0,0,104,25,NA,NA,NA
"662","LU",13,1998,16,"8","8",100,0,0,104,25,NA,NA,NA
"663","LU",13,1999,16,"8","8",100,52,105.7,104,28.1,NA,NA,NA
"664","LU",13,2000,16,"8","8",100,52,98.4,104,26.8,NA,NA,NA
"665","LU",13,2001,16,"8","8",100,52,99.6,104,27.2,NA,NA,NA
"666","LU",13,2002,16,"8","8",100,52,98.6,104,26.9,NA,NA,NA
"667","LU",13,2003,16,"8","8",100,52,96.9,104,26.4,NA,NA,NA
"668","LU",13,2004,16,"8","8",100,52,96,104,26.2,NA,NA,NA
"669","LU",13,2005,16,"8","8",100,52,94,104,25.6,NA,NA,NA
"670","LU",13,2006,16,"8","8",100,52,97.4,104,26.6,NA,NA,NA
"671","LU",13,2007,16,"8","8",100,52,96,104,26.2,NA,NA,NA
"672","LU",13,2008,16,"8","8",100,52,94,104,25.6,NA,NA,NA
"673","LU",13,2009,16,"8","8",100,52,92.1,104,25.1,NA,NA,NA
"674","LU",13,2010,16,"8","8",100,52,90.2,104,24.6,NA,NA,NA
"675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","NL",14,1960,12,"6","6",100,0,0,0,0,NA,NA,NA
"677","NL",14,1961,12,"6","6",100,0,0,0,0,NA,NA,NA
"678","NL",14,1962,12,"6","6",100,0,0,0,0,NA,NA,NA
"679","NL",14,1963,12,"6","6",100,0,0,0,0,NA,NA,NA
"680","NL",14,1964,12,"6","6",100,0,0,0,0,NA,NA,NA
"681","NL",14,1965,12,"6","6",100,0,0,0,0,NA,NA,NA
"682","NL",14,1966,12,"6","6",100,0,0,0,0,NA,NA,NA
"683","NL",14,1967,12,"6","6",100,0,0,0,0,NA,NA,NA
"684","NL",14,1968,12,"6","6",100,0,0,0,0,NA,NA,NA
"685","NL",14,1969,12,"6","6",100,0,0,0,0,NA,NA,NA
"686","NL",14,1970,12,"6","6",100,0,0,0,0,NA,NA,NA
"687","NL",14,1971,12,"6","6",100,0,0,0,0,NA,NA,NA
"688","NL",14,1972,12,"6","6",100,0,0,0,0,NA,NA,NA
"689","NL",14,1973,12,"6","6",100,0,0,0,0,NA,NA,NA
"690","NL",14,1974,12,"6","6",100,0,0,0,0,NA,NA,NA
"691","NL",14,1975,12,"6","6",100,0,0,0,0,NA,NA,NA
"692","NL",14,1976,12,"6","6",100,0,0,0,0,NA,NA,NA
"693","NL",14,1977,12,"6","6",100,0,0,0,0,NA,NA,NA
"694","NL",14,1978,12,"6","6",100,0,0,0,0,NA,NA,NA
"695","NL",14,1979,12,"6","6",100,0,0,0,0,NA,NA,NA
"696","NL",14,1980,12,"6","6",100,0,0,0,0,NA,NA,NA
"697","NL",14,1981,12,"6","6",100,0,0,0,0,NA,NA,NA
"698","NL",14,1982,12,"6","6",100,0,0,0,0,NA,NA,NA
"699","NL",14,1983,12,"6","6",100,0,0,0,0,NA,NA,NA
"700","NL",14,1984,12,"6","6",100,0,0,0,0,NA,NA,NA
"701","NL",14,1985,12,"6","6",100,0,0,0,0,NA,NA,NA
"702","NL",14,1986,12,"6","6",100,0,0,0,0,NA,NA,NA
"703","NL",14,1987,12,"6","6",100,0,0,0,0,NA,NA,NA
"704","NL",14,1988,12,"6","6",100,0,0,0,0,NA,NA,NA
"705","NL",14,1989,12,"6","6",100,0,0,0,0,NA,NA,NA
"706","NL",14,1990,12,"6","6",100,52,0,0,0,NA,NA,NA
"707","NL",14,1991,12,"6","6",100,52,0,0,0,NA,NA,NA
"708","NL",14,1992,12,"6","6",100,52,0,0,0,NA,NA,NA
"709","NL",14,1993,16,"8","8",100,52,0,0,0,NA,NA,NA
"710","NL",14,1994,16,"8","8",100,52,0,0,0,NA,NA,NA
"711","NL",14,1995,16,"8","8",100,52,0,0,0,NA,NA,NA
"712","NL",14,1996,16,"8","8",100,52,0,0,0,NA,NA,NA
"713","NL",14,1997,16,"8","8",100,52,0,0,0,NA,NA,NA
"714","NL",14,1998,16,"8","8",100,52,0,0,0,NA,NA,NA
"715","NL",14,1999,16,"8","8",100,52,0,0,0,NA,NA,NA
"716","NL",14,2000,16,"6","10",100,52,0,0,0,NA,NA,NA
"717","NL",14,2001,16,"6","10",100,52,0,0,0,NA,NA,NA
"718","NL",14,2002,16,"6","10",100,52,0,0,0,NA,NA,NA
"719","NL",14,2003,16,"6","10",100,52,0,0,0,NA,NA,NA
"720","NL",14,2004,16,"6","10",100,52,0,0,0,NA,NA,NA
"721","NL",14,2005,16,"6","10",100,52,0,0,0,NA,NA,NA
"722","NL",14,2006,16,"6","10",100,52,0,0,0,NA,NA,NA
"723","NL",14,2007,16,"6","10",100,52,0,0,0,NA,NA,NA
"724","NL",14,2008,16,"6","10",100,52,0,0,0,NA,NA,NA
"725","NL",14,2009,16,"6","10",100,52,24.7,0,0,NA,NA,NA
"726","NL",14,2010,16,"6","10",100,52,24.6,0,0,NA,NA,NA
"727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","NZ",15,1960,0,"0","0",0,0,0,0,0,NA,NA,NA
"729","NZ",15,1961,0,"0","0",0,0,0,0,0,NA,NA,NA
"730","NZ",15,1962,0,"0","0",0,0,0,0,0,NA,NA,NA
"731","NZ",15,1963,0,"0","0",0,0,0,0,0,NA,NA,NA
"732","NZ",15,1964,0,"0","0",0,0,0,0,0,NA,NA,NA
"733","NZ",15,1965,0,"0","0",0,0,0,0,0,NA,NA,NA
"734","NZ",15,1966,0,"0","0",0,0,0,0,0,NA,NA,NA
"735","NZ",15,1967,0,"0","0",0,0,0,0,0,NA,NA,NA
"736","NZ",15,1968,0,"0","0",0,0,0,0,0,NA,NA,NA
"737","NZ",15,1969,0,"0","0",0,0,0,0,0,NA,NA,NA
"738","NZ",15,1970,0,"0","0",0,0,0,0,0,NA,NA,NA
"739","NZ",15,1971,0,"0","0",0,0,0,0,0,NA,NA,NA
"740","NZ",15,1972,0,"0","0",0,0,0,0,0,NA,NA,NA
"741","NZ",15,1973,0,"0","0",0,0,0,0,0,NA,NA,NA
"742","NZ",15,1974,0,"0","0",0,0,0,0,0,NA,NA,NA
"743","NZ",15,1975,0,"0","0",0,0,0,0,0,NA,NA,NA
"744","NZ",15,1976,0,"0","0",0,0,0,0,0,NA,NA,NA
"745","NZ",15,1977,0,"0","0",0,0,0,0,0,NA,NA,NA
"746","NZ",15,1978,0,"0","0",0,0,0,0,0,NA,NA,NA
"747","NZ",15,1979,0,"0","0",0,0,0,0,0,NA,NA,NA
"748","NZ",15,1980,0,"0","0",0,0,0,0,0,NA,NA,NA
"749","NZ",15,1981,0,"0","0",0,0,0,0,0,NA,NA,NA
"750","NZ",15,1982,0,"0","0",0,0,0,0,0,NA,NA,NA
"751","NZ",15,1983,0,"0","0",0,0,0,0,0,NA,NA,NA
"752","NZ",15,1984,0,"0","0",0,0,0,0,0,NA,NA,NA
"753","NZ",15,1985,0,"0","0",0,0,0,0,0,NA,NA,NA
"754","NZ",15,1986,0,"0","0",0,0,0,0,0,NA,NA,NA
"755","NZ",15,1987,0,"0","0",0,0,0,0,0,NA,NA,NA
"756","NZ",15,1988,0,"0","0",0,0,0,0,0,NA,NA,NA
"757","NZ",15,1989,0,"0","0",0,0,0,0,0,NA,NA,NA
"758","NZ",15,1990,0,"0","0",0,0,0,0,0,NA,NA,NA
"759","NZ",15,1991,0,"0","0",0,0,0,0,0,NA,NA,NA
"760","NZ",15,1992,0,"0","0",0,0,0,0,0,NA,NA,NA
"761","NZ",15,1993,0,"0","0",0,0,0,0,0,NA,NA,NA
"762","NZ",15,1994,0,"0","0",0,0,0,0,0,NA,NA,NA
"763","NZ",15,1995,0,"0","0",0,0,0,0,0,NA,NA,NA
"764","NZ",15,1996,0,"0","0",0,0,0,0,0,NA,NA,NA
"765","NZ",15,1997,0,"0","0",0,0,0,0,0,NA,NA,NA
"766","NZ",15,1998,0,"0","0",0,0,0,0,0,NA,NA,NA
